1, 1, 51, 2, 1, 14, 20, 0.238198, 0.31156,28, 12, 16, 6, 14, 3, 297, 34, 27
1, 1, 51, 3, 1, 26, 20, 0.27235, 0.402921,52, 20, 32, 11, 14, 4, 284, 20, 26
1, 1, 51, 3, 2, 26, 14, 0.189001, 0.260418,52, 13, 39, 7, 14, 3, 243, 21, 26
1, 1, 51, 4, 1, 19, 20, 0.195261, 0.287585,38, 21, 17, 11, 13, 4, 226, 15, 26
1, 1, 51, 4, 2, 19, 14, 0.240649, 0.332007,38, 16, 22, 10, 14, 3, 192, 16, 26
1, 1, 51, 4, 3, 19, 26, 0.178267, 0.229169,38, 10, 28, 7, 14, 4, 259, 17, 26
1, 1, 51, 5, 1, 19, 20, 0.28971, 0.385175,38, 16, 22, 9, 13, 3, 227, 16, 25
1, 1, 51, 5, 2, 19, 14, 0.358508, 0.461281,38, 16, 22, 8, 14, 3, 194, 16, 26
1, 1, 51, 5, 3, 19, 26, 0.231133, 0.345135,38, 16, 22, 9, 14, 4, 255, 16, 26
1, 1, 51, 5, 4, 19, 19, 0.191786, 0.271422,38, 14, 24, 7, 13, 4, 226, 16, 26
1, 1, 51, 6, 1, 22, 20, 0.213206, 0.32114,44, 18, 26, 9, 14, 4, 249, 18, 26
1, 1, 51, 6, 2, 22, 14, 0.212946, 0.29755,44, 17, 27, 9, 14, 3, 209, 17, 26
1, 1, 51, 6, 3, 22, 26, 0.211533, 0.330052,44, 18, 26, 10, 14, 4, 285, 18, 27
1, 1, 51, 6, 4, 22, 19, 0.112323, 0.178544,44, 10, 34, 5, 14, 4, 243, 18, 26
1, 1, 51, 6, 5, 22, 19, 0.0933581, 0.143057,44, 8, 36, 4, 14, 4, 247, 18, 26
1, 1, 51, 7, 1, 37, 20, 0.0741497, 0.152622,74, 8, 66, 5, 14, 4, 368, 28, 27
1, 1, 51, 7, 2, 37, 14, 0.0473372, 0.170347,74, 7, 67, 4, 14, 4, 317, 28, 27
1, 1, 51, 7, 3, 37, 26, 0.103763, 0.160754,74, 11, 63, 7, 14, 5, 432, 27, 28
1, 1, 51, 7, 4, 37, 19, 0.0147059, 0.0240517,74, 2, 72, 1, 14, 4, 358, 26, 28
1, 1, 51, 7, 5, 37, 19, 0.0450556, 0.0664235,74, 5, 69, 3, 14, 4, 360, 27, 27
1, 1, 51, 7, 6, 37, 22, 0.178846, 0.279019,74, 18, 56, 11, 14, 4, 394, 27, 27
1, 1, 51, 8, 1, 27, 20, 0.0649973, 0.0982638,54, 6, 48, 3, 14, 4, 291, 20, 27
1, 1, 51, 8, 2, 27, 14, 0.0932859, 0.121574,54, 5, 49, 3, 15, 3, 245, 21, 27
1, 1, 51, 8, 3, 27, 26, 0.108693, 0.173136,54, 12, 42, 6, 15, 4, 333, 20, 28
1, 1, 51, 8, 4, 27, 19, 0, 0,54, 0, 54, 0, 15, 4, 282, 20, 28
1, 1, 51, 8, 5, 27, 19, 0.0737279, 0.113959,54, 8, 46, 4, 14, 4, 278, 20, 27
1, 1, 51, 8, 6, 27, 22, 0.205958, 0.299805,54, 14, 40, 8, 14, 4, 301, 20, 27
1, 1, 51, 8, 7, 27, 37, 0.402038, 0.534761,54, 18, 36, 9, 15, 5, 412, 20, 29
1, 1, 51, 9, 1, 11, 20, 0.097608, 0.15412,22, 10, 12, 5, 13, 3, 168, 12, 25
1, 1, 51, 9, 2, 11, 14, 0.0856191, 0.139406,22, 8, 14, 4, 14, 3, 147, 12, 25
1, 1, 51, 9, 3, 11, 26, 0.0222222, 0.0280026,22, 2, 20, 1, 14, 4, 187, 11, 26
1, 1, 51, 9, 4, 11, 19, 0.153795, 0.226296,22, 9, 13, 5, 14, 3, 159, 12, 25
1, 1, 51, 9, 5, 11, 19, 0.0765017, 0.122617,22, 6, 16, 3, 13, 3, 163, 12, 25
1, 1, 51, 9, 6, 11, 22, 0.0149254, 0.0211366,22, 2, 20, 1, 13, 3, 171, 12, 25
1, 1, 51, 9, 7, 11, 37, 0, 0,22, 0, 22, 0, 14, 4, 221, 11, 27
1, 1, 51, 9, 8, 11, 27, 0.00952381, 0.0158529,22, 2, 20, 1, 14, 3, 199, 12, 26
1, 1, 51, 10, 1, 28, 20, 0.149004, 0.221499,56, 16, 40, 9, 13, 4, 312, 22, 26
1, 1, 51, 10, 2, 28, 14, 0.122158, 0.200963,56, 13, 43, 8, 14, 4, 255, 22, 26
1, 1, 51, 10, 3, 28, 26, 0.118282, 0.14996,56, 5, 51, 4, 14, 4, 345, 21, 27
1, 1, 51, 10, 4, 28, 19, 0.286833, 0.371383,56, 11, 45, 6, 14, 4, 297, 21, 27
1, 1, 51, 10, 5, 28, 19, 0.128569, 0.189548,56, 9, 47, 5, 14, 4, 291, 22, 26
1, 1, 51, 10, 6, 28, 22, 0.1087, 0.153488,56, 8, 48, 5, 14, 4, 316, 21, 26
1, 1, 51, 10, 7, 28, 37, 0, 0.0259371,56, 0, 56, 0, 14, 5, 429, 23, 28
1, 1, 51, 10, 8, 28, 27, 0.0929124, 0.168517,56, 8, 48, 5, 14, 5, 380, 24, 28
1, 1, 51, 10, 9, 28, 11, 0.35915, 0.508956,56, 16, 40, 8, 13, 3, 227, 21, 26
1, 1, 51, 11, 1, 29, 20, 0.198148, 0.301056,58, 19, 39, 10, 13, 4, 307, 23, 26
