1, 1, 2, 1, 235, 220, 653.282, 716.643,83, 83, 74, 26, 201, 2755, 259
1, 1, 3, 1, 207, 220, 594.033, 645.434,75, 75, 67, 25, 174, 2365, 229
1, 1, 3, 2, 207, 235, 487.978, 546.77,65, 65, 56, 25, 179, 2545, 236
1, 1, 4, 1, 207, 220, 95.605, 107.834,15, 15, 13, 25, 187, 2322, 243
1, 1, 4, 2, 207, 235, 210.274, 232.124,27, 27, 24, 25, 189, 2507, 246
1, 1, 4, 3, 207, 207, 117.358, 117.358,15, 15, 15, 24, 168, 2258, 224
1, 1, 5, 1, 207, 220, 181.38, 212.313,30, 30, 25, 24, 174, 2335, 230
1, 1, 5, 2, 207, 235, 79.3595, 106.99,15, 15, 11, 25, 178, 2506, 235
1, 1, 5, 3, 207, 207, 195.864, 215.314,28, 28, 25, 24, 158, 2299, 213
1, 1, 5, 4, 207, 207, 449.073, 477.588,60, 60, 56, 24, 169, 2233, 224
1, 1, 6, 1, 218, 220, 240.717, 265.173,35, 35, 31, 24, 187, 2266, 243
1, 1, 6, 2, 218, 235, 211.043, 272.689,35, 35, 26, 25, 195, 2364, 252
1, 1, 6, 3, 218, 207, 312.626, 342.36,42, 42, 37, 24, 169, 2121, 224
1, 1, 6, 4, 218, 207, 125.211, 190.605,22, 22, 13, 24, 182, 2131, 238
1, 1, 6, 5, 218, 207, 139.966, 159.413,21, 21, 18, 24, 169, 2192, 224
1, 1, 7, 1, 285, 220, 22.5009, 22.5009,6, 3, 3, 27, 224, 3109, 283
1, 1, 7, 2, 285, 235, 15.4021, 15.4021,4, 2, 2, 27, 225, 3244, 285
1, 1, 7, 3, 285, 207, 53.372, 65.3398,10, 10, 8, 27, 208, 2925, 266
1, 1, 7, 4, 285, 207, 9.26825, 9.26825,4, 1, 1, 27, 213, 2881, 272
1, 1, 7, 5, 285, 207, 42.9379, 48.9911,7, 7, 6, 26, 201, 2915, 260
1, 1, 7, 6, 285, 218, 76.3365, 91.374,17, 13, 11, 26, 218, 3039, 276
1, 1, 8, 1, 289, 220, 131.044, 143.073,19, 19, 17, 27, 219, 3114, 278
1, 1, 8, 2, 289, 235, 100.279, 111.725,13, 13, 11, 27, 222, 3320, 282
1, 1, 8, 3, 289, 207, 86.6988, 99.178,14, 13, 11, 26, 200, 2943, 258
1, 1, 8, 4, 289, 207, 81.3589, 87.0912,11, 11, 10, 26, 211, 2961, 270
1, 1, 8, 5, 289, 207, 81.1818, 100.738,13, 13, 10, 26, 201, 2950, 260
1, 1, 8, 6, 289, 218, 363.974, 410.735,49, 49, 42, 26, 214, 3082, 272
1, 1, 8, 7, 289, 285, 66.4296, 107.079,67, 12, 8, 29, 245, 4032, 307
1, 1, 9, 1, 233, 220, 62.6425, 62.6425,8, 8, 8, 24, 176, 2599, 232
1, 1, 9, 2, 233, 235, 68.1236, 73.7809,10, 10, 9, 25, 182, 2719, 239
1, 1, 9, 3, 233, 207, 33.8002, 33.8002,5, 5, 5, 24, 159, 2385, 214
1, 1, 9, 4, 233, 207, 88.5791, 88.5791,12, 12, 12, 24, 171, 2415, 227
1, 1, 9, 5, 233, 207, 57.5641, 57.5641,8, 8, 8, 24, 160, 2423, 216
1, 1, 9, 6, 233, 218, 69.791, 69.791,9, 8, 8, 24, 174, 2509, 229
1, 1, 9, 7, 233, 285, 5.70435, 5.70435,2, 1, 1, 26, 203, 3216, 262
