1, 1, 2, 1, 0, 14, 502.916, 119.071, 62.5736, 15.4803, 0, 94.8783, 439.67, 131.092, 63.6498, 16.8732, 1, 103.282, 0, 1.17216e+27
1, 1, 2, 1, 0, 1, 502.916, 119.071, 62.5736, 15.4803, 0, 94.8783, 443.572, 132.567, 70.347, 14.4287, 0, 64.3458, 1, 99
1, 1, 2, 1, 1, 1, 506.68, 121, 64.5268, 14.2434, 0, 84.3669, 443.572, 132.567, 70.347, 14.4287, 0, 64.3458, 0, 54
1, 1, 2, 1, 1, 15, 506.68, 121, 64.5268, 14.2434, 0, 84.3669, 444.183, 132.309, 63.6668, 17.7937, 1, 79.0221, 1, -8.04521e+09
1, 1, 2, 1, 2, 2, 499.797, 123.175, 56.8222, 12.92, 0, 72.8817, 436.611, 134.707, 60.4084, 13.5652, 0, 66.5652, 0, 4.2039e-45
1, 1, 2, 1, 2, 0, 499.797, 123.175, 56.8222, 12.92, 0, 72.8817, 543.113, 106, 65.9933, 14.2443, 0, 47.1253, 1, 42
1, 1, 2, 1, 3, 3, 487.997, 126.993, 58.9224, 12.5833, 0, 63.3403, 425.416, 136.238, 63.5865, 12.7627, 0, 50.4767, 0, -3.39991e+38
1, 1, 2, 1, 3, 21, 487.997, 126.993, 58.9224, 12.5833, 0, 63.3403, 434.29, 134.704, 55.9831, 22.4286, 2, 68.7202, 1, 1.70096e+38
1, 1, 2, 1, 4, 4, 480.265, 128.996, 70.543, 12.9474, 0, 46.4737, 417.779, 138.137, 75.5755, 11.6667, 0, 48.0972, 0, 5.74532e-44
1, 1, 2, 1, 4, 0, 480.265, 128.996, 70.543, 12.9474, 0, 46.4737, 543.113, 106, 65.9933, 14.2443, 0, 47.1253, 1, 17
1, 1, 2, 1, 8, 14, 502.919, 120.29, 55.5019, 18.5899, 1, 103.4, 439.67, 131.092, 63.6498, 16.8732, 1, 103.282, 0, 5.74532e-44
1, 1, 2, 1, 8, 2, 502.919, 120.29, 55.5019, 18.5899, 1, 103.4, 436.611, 134.707, 60.4084, 13.5652, 0, 66.5652, 1, 2.52234e-44
1, 1, 2, 1, 12, 21, 498.283, 124.257, 47.8475, 23.717, 2, 59.0197, 434.29, 134.704, 55.9831, 22.4286, 2, 68.7202, 0, -3.31085e-07
1, 1, 2, 1, 12, 20, 498.283, 124.257, 47.8475, 23.717, 2, 59.0197, 542.312, 106.179, 56.6506, 24.8919, 2, 56.2725, 1, -3.31085e-07
1, 1, 2, 1, 19, 26, 413.548, 158.7, 175.792, 68.5711, 5, 91.1111, 353.441, 163.165, 178.593, 61.5681, 5, 86.2128, 0, 4.21078e-11
1, 1, 2, 1, 19, 14, 413.548, 158.7, 175.792, 68.5711, 5, 91.1111, 439.67, 131.092, 63.6498, 16.8732, 1, 103.282, 1, 0
1, 1, 3, 1, 2, 0, 465.658, 123.653, 76.171, 14.8303, 0, 59.8088, 543.113, 106, 65.9933, 14.2443, 0, 47.1253, 0, 42
1, 1, 3, 1, 2, 1, 465.658, 123.653, 76.171, 14.8303, 0, 59.8088, 443.572, 132.567, 70.347, 14.4287, 0, 64.3458, 1, 82
1, 1, 3, 1, 3, 1, 370.372, 140.512, 79.1158, 13.2057, 0, 70.0922, 443.572, 132.567, 70.347, 14.4287, 0, 64.3458, 0, 62
1, 1, 3, 1, 3, 15, 370.372, 140.512, 79.1158, 13.2057, 0, 70.0922, 444.183, 132.309, 63.6668, 17.7937, 1, 79.0221, 1, 71
1, 1, 3, 1, 4, 2, 363.472, 141.428, 66.0505, 15.3192, 0, 58.1963, 436.611, 134.707, 60.4084, 13.5652, 0, 66.5652, 0, 4.2039e-45
1, 1, 3, 1, 4, 0, 363.472, 141.428, 66.0505, 15.3192, 0, 58.1963, 543.113, 106, 65.9933, 14.2443, 0, 47.1253, 1, 34
1, 1, 3, 1, 5, 3, 352.235, 142.85, 70.4626, 11.8333, 0, 53.0278, 425.416, 136.238, 63.5865, 12.7627, 0, 50.4767, 0, 3.08286e-44
1, 1, 3, 1, 5, 19, 352.235, 142.85, 70.4626, 11.8333, 0, 53.0278, 547.079, 103.114, 67.3412, 21.441, 2, 75.2243, 1, 5.74532e-44
1, 1, 3, 1, 9, 7, 462.313, 274.304, 70.5817, 14.6617, 0, 126.642, 550.219, 261.329, 61.5282, 13.8387, 0, 137.367, 0, 0
