1, 1, 2, 40, 46, 0, 502.916, 119.071, 62.5736, 15.4803, 0, 94.8783
1, 1, 2, 40, 46, 1, 506.68, 121, 64.5268, 14.2434, 0, 84.3669
1, 1, 2, 40, 46, 2, 499.797, 123.175, 56.8222, 12.92, 0, 72.8817
1, 1, 2, 40, 46, 3, 487.997, 126.993, 58.9224, 12.5833, 0, 63.3403
1, 1, 2, 40, 46, 4, 480.265, 128.996, 70.543, 12.9474, 0, 46.4737
1, 1, 2, 40, 46, 5, 417.699, 152.081, 68.3009, 14.1429, 0, 51.125
1, 1, 2, 40, 46, 6, 71.7844, 210.623, -41.1923, 14.0769, 0, 48.3365
1, 1, 2, 40, 46, 7, 590.928, 273.901, 60.2896, 11.6667, 0, 51.0972
1, 1, 2, 40, 46, 8, 502.919, 120.29, 55.5019, 18.5899, 1, 103.4
1, 1, 2, 40, 46, 9, 69.7092, 211.64, -45.8824, 17.0264, 1, 49.1949
1, 1, 2, 40, 46, 10, 177.589, 231.508, 156.412, 17.9085, 1, 65.8191
1, 1, 2, 40, 46, 11, 507.75, 119.25, 59.912, 18, 2, 74.4443
1, 1, 2, 40, 46, 12, 498.283, 124.257, 47.8475, 23.717, 2, 59.0197
1, 1, 2, 40, 46, 13, 484.459, 128.337, 58.9035, 28.4118, 2, 58.6593
1, 1, 2, 40, 46, 14, 484.132, 124.073, 54.5498, 35.625, 3, 50.0208
1, 1, 2, 40, 46, 15, 482.942, 129.314, 44.2415, 47.9104, 4, 48.0006
1, 1, 2, 40, 46, 16, 411.654, 161.533, -153.144, 36, 4, 87.6786
1, 1, 2, 40, 46, 17, 510.819, 127.603, -23.3065, 68.8421, 5, 46.3289
1, 1, 2, 40, 46, 18, 468.87, 139.96, 175.388, 74.087, 5, 71.1739
1, 1, 2, 40, 46, 19, 413.548, 158.7, 175.792, 68.5711, 5, 91.1111
1, 1, 1, 40, 46, 0, 543.113, 106, 65.9933, 14.2443, 0, 47.1253
1, 1, 1, 40, 46, 1, 443.572, 132.567, 70.347, 14.4287, 0, 64.3458
1, 1, 1, 40, 46, 2, 436.611, 134.707, 60.4084, 13.5652, 0, 66.5652
1, 1, 1, 40, 46, 3, 425.416, 136.238, 63.5865, 12.7627, 0, 50.4767
1, 1, 1, 40, 46, 4, 417.779, 138.137, 75.5755, 11.6667, 0, 48.0972
1, 1, 1, 40, 46, 5, 356.227, 155.673, 75.9227, 15, 0, 51
1, 1, 1, 40, 46, 6, 556.915, 259.915, 90.2249, 18, 0, 114.972
1, 1, 1, 40, 46, 7, 550.219, 261.329, 61.5282, 13.8387, 0, 137.367
1, 1, 1, 40, 46, 8, 553.192, 264.431, 75.4885, 11.9159, 0, 71.0105
1, 1, 1, 40, 46, 9, 557.358, 270.495, 115.52, 10.8947, 0, 48.6447
1, 1, 1, 40, 46, 10, 546.234, 272.9, 41.3406, 16.0244, 0, 62.2226
1, 1, 1, 40, 46, 11, 553.821, 271.821, 77.5882, 12.2414, 0, 75.0704
1, 1, 1, 40, 46, 12, 560, 273, 117.47, 16.3333, 0, 54.0417
1, 1, 1, 40, 46, 13, 551.727, 103.61, 74.4044, 17.449, 1, 66.2066
1, 1, 1, 40, 46, 14, 439.67, 131.092, 63.6498, 16.8732, 1, 103.282
