34, 1, 2, 34, 135, 57.2024, 57.2024,6, 6
34, 1, 3, 34, 120, 34.428, 44.0501,5, 4
34, 1, 4, 34, 159, 61.0702, 70.7402,5, 4
34, 1, 5, 34, 129, 40.7125, 40.7125,4, 4
34, 1, 6, 34, 180, 52.8257, 61.9418,6, 5
34, 1, 7, 34, 157, 0, 0,0, 0
34, 1, 8, 34, 44, 7.2386, 7.2386,1, 1
34, 1, 9, 34, 77, 24.0656, 32.2318,3, 2
34, 1, 10, 34, 102, 17.1248, 26.2315,3, 2
34, 1, 11, 34, 133, 52.1687, 62.1032,7, 6
34, 1, 12, 34, 172, 48.9119, 62.7532,7, 5
34, 1, 13, 34, 150, 39.3229, 39.3229,5, 5
34, 1, 14, 34, 128, 22.4209, 29.2175,3, 2
34, 1, 15, 34, 115, 0, 0,0, 0
34, 1, 16, 34, 173, 24.1278, 24.1278,3, 3
34, 1, 17, 34, 94, 7.93051, 7.93051,1, 1
34, 1, 18, 34, 126, 30.0168, 39.3552,4, 3
34, 1, 19, 34, 190, 16.93, 23.6578,3, 2
34, 1, 20, 34, 214, 61.2489, 69.7126,7, 6
34, 1, 21, 34, 185, 0, 0,0, 0
34, 1, 22, 34, 102, 10.6828, 20.7586,2, 1
34, 1, 23, 34, 47, 0, 0,0, 0
34, 2, 2, 135, 135, inf, inf,116, 95
34, 2, 3, 135, 120, 67.0517, 76.9991,9, 8
34, 2, 4, 135, 159, 63.3927, 79.6002,9, 7
34, 2, 5, 135, 129, 73.9241, 89.5623,10, 8
34, 2, 6, 135, 180, 45.9512, 64.4561,7, 5
34, 2, 7, 135, 157, 6.73849, 6.73849,1, 1
34, 2, 8, 135, 44, 9.95072, 18.4213,2, 1
34, 2, 9, 135, 77, 36.0548, 62.2901,6, 3
34, 2, 10, 135, 102, 19.5515, 31.2228,3, 2
34, 2, 11, 135, 133, 57.5062, 74.8167,8, 6
34, 2, 12, 135, 172, 59.683, 73.3645,7, 6
34, 2, 13, 135, 150, 24.813, 39.4785,5, 3
34, 2, 14, 135, 128, 21.2824, 30.9351,3, 2
34, 2, 15, 135, 115, 7.7361, 7.7361,1, 1
34, 2, 16, 135, 173, 61.6813, 84.0443,11, 8
34, 2, 17, 135, 94, 29.2303, 47.6225,5, 3
34, 2, 18, 135, 126, 41.8599, 59.0626,6, 4
34, 2, 19, 135, 190, 30.0783, 39.1301,4, 3
34, 2, 20, 135, 214, 39.7203, 48.2009,6, 5
34, 2, 21, 135, 185, 0, 0,0, 0
34, 2, 22, 135, 102, 18.7387, 33.3238,4, 2
34, 2, 23, 135, 47, 0, 0,0, 0
34, 3, 2, 120, 135, 76.9992, 76.9992,9, 9
34, 3, 3, 120, 120, inf, inf,91, 86
34, 3, 4, 120, 159, 21.2594, 21.2594,2, 2
34, 3, 5, 120, 129, 27.7671, 27.7671,3, 3
34, 3, 6, 120, 180, 18.4887, 18.4887,2, 2
34, 3, 7, 120, 157, 0, 0,0, 0
34, 3, 8, 120, 44, 0, 0,0, 0
34, 3, 9, 120, 77, 39.9855, 39.9855,4, 4
34, 3, 10, 120, 102, 24.2433, 24.2433,3, 3
34, 3, 11, 120, 133, 20.8481, 20.8481,2, 2
34, 3, 12, 120, 172, 29.7456, 29.7456,4, 4
34, 3, 13, 120, 150, 23.5313, 23.5313,3, 3
34, 3, 14, 120, 128, 17.5592, 17.5592,2, 2
34, 3, 15, 120, 115, 0, 0,0, 0
34, 3, 16, 120, 173, 22.91, 22.91,3, 3
34, 3, 17, 120, 94, 0, 0,0, 0
34, 3, 18, 120, 126, 67.9537, 67.9537,8, 8
34, 3, 19, 120, 190, 14.9778, 14.9778,2, 2
34, 3, 20, 120, 214, 6.97728, 6.97728,1, 1
34, 3, 21, 120, 185, 0, 0,0, 0
