1, 1, 2, 1, 10, 15, 0.0789474, 0.159684,15, 9, 2, 14, 3, 824, 26
1, 1, 3, 1, 16, 15, 0.127882, 0.25072,24, 13, 4, 13, 3, 1049, 29
1, 1, 3, 2, 16, 10, 0.0980861, 0.139427,15, 7, 2, 13, 3, 528, 26
1, 1, 4, 1, 12, 15, 0.046724, 0.113154,15, 8, 2, 13, 3, 629, 30
1, 1, 4, 2, 12, 10, 0.0669944, 0.121602,18, 10, 3, 13, 3, 623, 30
1, 1, 4, 3, 12, 16, 0.0263158, 0.0810429,11, 6, 1, 13, 3, 496, 30
1, 1, 5, 1, 13, 15, 0.223002, 0.346243,28, 16, 5, 14, 3, 1190, 33
1, 1, 5, 2, 13, 10, 0.285038, 0.412851,19, 13, 4, 13, 3, 923, 29
1, 1, 5, 3, 13, 16, 0.161018, 0.3394,28, 20, 6, 17, 3, 1227, 34
1, 1, 5, 4, 13, 12, 0.121835, 0.25164,25, 15, 4, 13, 3, 1037, 27
1, 1, 6, 1, 15, 15, 0.128128, 0.21933,21, 12, 4, 13, 3, 823, 26
1, 1, 6, 2, 15, 10, 0.0569909, 0.100899,17, 7, 2, 13, 3, 557, 30
1, 1, 6, 3, 15, 16, 0.0967532, 0.211427,29, 15, 3, 13, 3, 885, 29
1, 1, 6, 4, 15, 12, 0.027027, 0.039527,12, 2, 1, 13, 3, 407, 25
1, 1, 6, 5, 15, 13, 0.0533428, 0.1003,24, 10, 2, 14, 3, 609, 26
1, 1, 7, 1, 30, 15, 0.0405074, 0.0660358,14, 4, 2, 14, 4, 660, 27
1, 1, 7, 2, 30, 10, 0, 0.0181818,10, 0, 0, 15, 4, 649, 32
1, 1, 7, 3, 30, 16, 0.0557276, 0.114022,23, 11, 2, 14, 4, 697, 32
1, 1, 7, 4, 30, 12, 0, 0,4, 0, 0, 13, 4, 384, 30
1, 1, 7, 5, 30, 13, 0.0410901, 0.0540772,15, 5, 2, 13, 4, 543, 30
1, 1, 7, 6, 30, 15, 0.0559441, 0.120781,20, 6, 2, 13, 4, 839, 31
1, 1, 8, 1, 19, 15, 0.041347, 0.0810349,17, 6, 2, 14, 3, 618, 26
1, 1, 8, 2, 19, 10, 0.0456668, 0.0597513,6, 3, 2, 14, 3, 377, 31
1, 1, 8, 3, 19, 16, 0.0516582, 0.127518,18, 9, 2, 14, 4, 721, 27
1, 1, 8, 4, 19, 12, 0.0166667, 0.0166667,5, 1, 1, 14, 3, 300, 31
1, 1, 8, 5, 19, 13, 0.0613822, 0.0862278,18, 8, 3, 14, 3, 581, 31
1, 1, 8, 6, 19, 15, 0.0953507, 0.176137,24, 11, 3, 14, 4, 798, 30
1, 1, 8, 7, 19, 30, 0.145833, 0.384999,27, 10, 3, 14, 4, 1721, 29
1, 1, 9, 1, 8, 15, 0.058932, 0.121817,10, 7, 3, 13, 3, 639, 25
1, 1, 9, 2, 8, 10, 0.0204082, 0.0333952,13, 5, 1, 13, 3, 354, 25
1, 1, 9, 3, 8, 16, 0, 0.0204082,9, 2, 0, 13, 3, 413, 25
1, 1, 9, 4, 8, 12, 0.128154, 0.232389,15, 12, 4, 13, 3, 800, 26
1, 1, 9, 5, 8, 13, 0, 0.137193,23, 3, 0, 14, 3, 1230, 32
1, 1, 9, 6, 8, 15, 0, 0,8, 1, 0, 13, 3, 241, 28
1, 1, 9, 7, 8, 30, 0, 0,1, 0, 0, 13, 4, 188, 26
1, 1, 9, 8, 8, 19, 0, 0,5, 0, 0, 14, 3, 224, 27
1, 1, 10, 1, 23, 15, 0.088179, 0.165023,26, 11, 4, 13, 4, 975, 26
1, 1, 10, 2, 23, 10, 0.0208333, 0.0208333,19, 6, 1, 13, 3, 401, 26
1, 1, 10, 3, 23, 16, 0.0408844, 0.0658844,16, 6, 2, 13, 4, 707, 30
1, 1, 10, 4, 23, 12, 0.269883, 0.389176,22, 14, 5, 13, 3, 953, 31
1, 1, 10, 5, 23, 13, 0.081347, 0.148484,38, 16, 3, 13, 3, 854, 30
1, 1, 10, 6, 23, 15, 0, 0,14, 1, 0, 13, 3, 501, 28
1, 1, 10, 7, 23, 30, 0.027027, 0.027027,5, 1, 1, 15, 4, 424, 29
1, 1, 10, 8, 23, 19, 0.0357143, 0.075256,11, 3, 1, 13, 4, 610, 26
1, 1, 10, 9, 23, 8, 0.203484, 0.359752,30, 18, 4, 13, 3, 927, 25
1, 1, 11, 1, 19, 15, 0.0581264, 0.133799,22, 9, 3, 13, 3, 834, 26
1, 1, 11, 2, 19, 10, 0, 0,17, 4, 0, 14, 3, 321, 27
1, 1, 11, 3, 19, 16, 0, 0.0204082,19, 3, 0, 14, 3, 663, 32
1, 1, 11, 4, 19, 12, 0.121707, 0.249274,16, 14, 5, 14, 3, 945, 29
1, 1, 11, 5, 19, 13, 0, 0.0339348,33, 9, 0, 13, 3, 721, 31
