1, 3, 2, 1, 1, 6, 0, 0,2, 0, 0, 5, 2, 173, 20, 16
1, 3, 3, 1, 66, 143, 0, 0.0605532,132, 0, 0, 6, 12, 2912, 65, 29
1, 3, 3, 2, 66, 166, 0, 0,132, 0, 0, 7, 13, 3284, 42, 31
1, 3, 4, 1, 45, 143, 0, 0.0598714,90, 0, 0, 6, 11, 1971, 32, 27
1, 3, 4, 2, 45, 166, 0, 0.0166667,90, 0, 0, 6, 12, 2234, 31, 29
1, 3, 4, 3, 45, 182, 0, 0,90, 0, 0, 6, 13, 2489, 31, 30
1, 3, 5, 1, 41, 143, 0, 0.0269736,82, 0, 0, 6, 11, 1799, 29, 27
1, 3, 5, 2, 41, 166, 0, 0,82, 0, 0, 6, 12, 2051, 27, 28
1, 3, 5, 3, 41, 182, 0, 0,82, 0, 0, 6, 12, 2266, 29, 29
1, 3, 5, 4, 41, 170, 0, 0.0172414,82, 0, 0, 6, 12, 2073, 30, 29
1, 3, 6, 1, 39, 143, 0, 0.0147059,78, 0, 0, 6, 11, 1745, 28, 27
1, 3, 6, 2, 39, 166, 0, 0,78, 0, 0, 7, 12, 1959, 27, 29
1, 3, 6, 3, 39, 182, 0, 0,78, 0, 0, 6, 13, 2126, 27, 29
1, 3, 6, 4, 39, 170, 0, 0,78, 0, 0, 6, 12, 2029, 27, 28
1, 3, 6, 5, 39, 156, 0, 0.0153846,78, 0, 0, 6, 11, 1831, 28, 27
1, 3, 7, 1, 80, 143, 0, 0.0149254,160, 0, 0, 6, 13, 3431, 52, 31
1, 3, 7, 2, 80, 166, 0, 0,160, 0, 0, 6, 14, 3925, 50, 32
1, 3, 7, 3, 80, 182, 0, 0,160, 0, 0, 6, 14, 4245, 49, 33
1, 3, 7, 4, 80, 170, 0, 0,160, 0, 0, 7, 14, 4058, 51, 33
1, 3, 7, 5, 80, 156, 0, 0.0276506,160, 0, 0, 6, 13, 3698, 51, 31
1, 3, 7, 6, 80, 201, 0, 0,160, 0, 0, 7, 15, 4689, 49, 35
1, 3, 8, 1, 50, 143, 0, 0.0717972,100, 0, 0, 6, 11, 2162, 35, 28
1, 3, 8, 2, 50, 166, 0, 0,100, 0, 0, 6, 12, 2570, 33, 29
1, 3, 8, 3, 50, 182, 0, 0,100, 0, 0, 6, 13, 2713, 34, 30
1, 3, 8, 4, 50, 170, 0, 0.0374126,100, 0, 0, 6, 12, 2516, 34, 30
1, 3, 8, 5, 50, 156, 0, 0,100, 0, 0, 6, 12, 2351, 32, 28
1, 3, 8, 6, 50, 201, 0, 0.037421,100, 0, 0, 7, 14, 2969, 35, 32
1, 3, 8, 7, 50, 249, 0, 0,100, 0, 0, 7, 16, 3599, 32, 35
1, 3, 9, 1, 62, 143, 0, 0.0402633,124, 0, 0, 6, 11, 2646, 41, 28
1, 3, 9, 2, 62, 166, 0, 0,124, 0, 0, 6, 13, 3040, 39, 30
1, 3, 9, 3, 62, 182, 0, 0,124, 0, 0, 6, 14, 3312, 39, 31
1, 3, 9, 4, 62, 170, 0, 0,124, 0, 0, 6, 13, 3098, 39, 30
1, 3, 9, 5, 62, 156, 0, 0.015625,124, 0, 0, 6, 12, 2885, 42, 29
1, 3, 9, 6, 62, 201, 0, 0,124, 0, 0, 7, 15, 3638, 39, 34
1, 3, 9, 7, 62, 249, 0, 0.0102041,124, 0, 0, 7, 17, 4464, 43, 37
1, 3, 9, 8, 62, 376, 0, 0.0263158,124, 0, 0, 8, 23, 6577, 41, 47
1, 3, 10, 1, 84, 143, 0, 0,168, 0, 0, 6, 13, 3589, 52, 31
1, 3, 10, 2, 84, 166, 0, 0,168, 0, 0, 6, 14, 4120, 53, 33
1, 3, 10, 3, 84, 182, 0, 0,168, 0, 0, 6, 15, 4443, 51, 34
1, 3, 10, 4, 84, 170, 0, 0,168, 0, 0, 6, 14, 4238, 52, 33
1, 3, 10, 5, 84, 156, 0, 0,168, 0, 0, 6, 13, 3897, 53, 32
1, 3, 10, 6, 84, 201, 0, 0.0140845,168, 0, 0, 7, 16, 4949, 53, 36
1, 3, 10, 7, 84, 249, 0, 0.0113636,168, 0, 0, 7, 18, 6060, 53, 39
1, 3, 10, 8, 84, 376, 0, 0,168, 0, 0, 8, 25, 8967, 52, 50
1, 3, 10, 9, 84, 123, 0, 0,168, 0, 0, 6, 11, 3114, 52, 29
1, 3, 11, 1, 74, 143, 0, 0.0163934,148, 0, 0, 6, 12, 3223, 50, 30
1, 3, 11, 2, 74, 166, 0.0142857, 0.0236315,148, 1, 1, 6, 14, 3674, 48, 32
1, 3, 11, 3, 74, 182, 0, 0,148, 0, 0, 6, 14, 3983, 46, 33
1, 3, 11, 4, 74, 170, 0, 0.0438164,148, 0, 0, 6, 14, 3703, 48, 32
1, 3, 11, 5, 74, 156, 0, 0.0138889,148, 0, 0, 6, 13, 3432, 48, 32
1, 3, 11, 6, 74, 201, 0, 0,148, 0, 0, 7, 15, 4346, 80, 35
1, 3, 11, 7, 74, 249, 0, 0.011236,148, 0, 0, 7, 18, 5296, 47, 38
1, 3, 11, 8, 74, 376, 0, 0,148, 0, 0, 8, 24, 7874, 47, 49
1, 3, 11, 9, 74, 123, 0, 0.0113636,148, 0, 0, 6, 11, 2764, 48, 28
1, 3, 11, 10, 74, 164, 0, 0.0121951,148, 0, 0, 6, 13, 3597, 48, 31
1, 3, 12, 1, 31, 143, 0, 0.0423151,62, 0, 0, 6, 10, 1358, 24, 26
1, 3, 12, 2, 31, 166, 0, 0,62, 0, 0, 6, 11, 1553, 22, 27
1, 3, 12, 3, 31, 182, 0, 0,62, 0, 0, 6, 12, 1727, 22, 28
1, 3, 12, 4, 31, 170, 0, 0.0311767,62, 0, 0, 6, 11, 1598, 23, 27
1, 3, 12, 5, 31, 156, 0, 0.0272222,62, 0, 0, 6, 11, 1471, 23, 26
1, 3, 12, 6, 31, 201, 0, 0,62, 0, 0, 6, 13, 1862, 22, 29
1, 3, 12, 7, 31, 249, 0, 0,62, 0, 0, 7, 15, 2250, 22, 33
1, 3, 12, 8, 31, 376, 0, 0,62, 0, 0, 8, 21, 3340, 22, 41
1, 3, 12, 9, 31, 123, 0, 0,62, 0, 0, 6, 9, 1192, 22, 24
1, 3, 12, 10, 31, 164, 0, 0,62, 0, 0, 6, 11, 1540, 22, 27
1, 3, 12, 11, 31, 128, 0, 0.0142857,62, 0, 0, 6, 9, 1239, 23, 24
1, 3, 13, 1, 48, 143, 0, 0.0240166,96, 0, 0, 6, 11, 2081, 34, 27
1, 3, 13, 2, 48, 166, 0, 0.0287904,96, 0, 0, 6, 12, 2382, 33, 29
1, 3, 13, 3, 48, 182, 0, 0.0166667,96, 0, 0, 6, 13, 2601, 34, 31
1, 3, 13, 4, 48, 170, 0, 0,96, 0, 0, 6, 12, 2433, 32, 29
1, 3, 13, 5, 48, 156, 0, 0.0274024,96, 0, 0, 6, 12, 2251, 32, 28
1, 3, 13, 6, 48, 201, 0, 0,96, 0, 0, 7, 14, 2830, 31, 31
1, 3, 13, 7, 48, 249, 0, 0,96, 0, 0, 7, 16, 3458, 32, 35
1, 3, 13, 8, 48, 376, 0, 0,96, 0, 0, 8, 22, 5092, 32, 44
1, 3, 13, 9, 48, 123, 0, 0,96, 0, 0, 6, 10, 1801, 31, 26
1, 3, 13, 10, 48, 164, 0, 0,96, 0, 0, 6, 12, 2350, 31, 29
1, 3, 13, 11, 48, 128, 0, 0.00917431,96, 0, 0, 6, 10, 1891, 33, 26
1, 3, 13, 12, 48, 114, 0, 0,96, 0, 0, 6, 9, 1718, 32, 25
1, 3, 14, 1, 33, 143, 0, 0.0298507,66, 0, 0, 6, 10, 1458, 24, 26
1, 3, 14, 2, 33, 166, 0, 0,66, 0, 0, 6, 11, 1662, 23, 27
1, 3, 14, 3, 33, 182, 0, 0.0196078,66, 0, 0, 6, 12, 1821, 24, 28
1, 3, 14, 4, 33, 170, 0, 0,66, 0, 0, 6, 12, 1688, 23, 28
1, 3, 14, 5, 33, 156, 0, 0.028125,66, 0, 0, 6, 11, 1578, 24, 27
1, 3, 14, 6, 33, 201, 0, 0,66, 0, 0, 7, 13, 1986, 23, 30
1, 3, 14, 7, 33, 249, 0, 0,66, 0, 0, 7, 15, 2425, 24, 33
1, 3, 14, 8, 33, 376, 0, 0,66, 0, 0, 8, 22, 3566, 23, 42
1, 3, 14, 9, 33, 123, 0, 0,66, 0, 0, 6, 9, 1261, 23, 24
1, 3, 14, 10, 33, 164, 0, 0,66, 0, 0, 6, 11, 1638, 23, 27
1, 3, 14, 11, 33, 128, 0, 0,66, 0, 0, 6, 9, 1309, 23, 25
1, 3, 14, 12, 33, 114, 0, 0,66, 0, 0, 6, 9, 1196, 23, 24
1, 3, 14, 13, 33, 234, 0, 0,66, 0, 0, 7, 14, 2272, 23, 31
1, 3, 15, 1, 57, 143, 0.00869565, 0.0234015,114, 1, 1, 6, 12, 2474, 39, 29
1, 3, 15, 2, 57, 166, 0, 0,114, 0, 0, 6, 12, 2805, 37, 30
1, 3, 15, 3, 57, 182, 0, 0.00990099,114, 0, 0, 6, 13, 3038, 37, 31
1, 3, 15, 4, 57, 170, 0, 0.0172414,114, 0, 0, 6, 12, 2854, 40, 30
1, 3, 15, 5, 57, 156, 0, 0,114, 0, 0, 6, 12, 2681, 37, 30
1, 3, 15, 6, 57, 201, 0, 0.02,114, 0, 0, 7, 14, 3341, 38, 33
1, 3, 15, 7, 57, 249, 0, 0,114, 0, 0, 7, 17, 4100, 37, 36
1, 3, 15, 8, 57, 376, 0, 0,114, 0, 0, 8, 23, 6046, 39, 46
1, 3, 15, 9, 57, 123, 0, 0.0433819,114, 0, 0, 6, 10, 2132, 38, 27
1, 3, 15, 10, 57, 164, 0, 0.0238566,114, 0, 0, 6, 13, 2789, 40, 30
1, 3, 15, 11, 57, 128, 0, 0,114, 0, 0, 6, 11, 2212, 37, 28
1, 3, 15, 12, 57, 114, 0, 0.0135135,114, 0, 0, 6, 10, 1996, 37, 27
1, 3, 15, 13, 57, 234, 0, 0,114, 0, 0, 7, 16, 3845, 36, 35
1, 3, 15, 14, 57, 177, 0, 0.0178571,114, 0, 0, 6, 13, 2991, 39, 30
1, 3, 16, 1, 42, 143, 0.0273133, 0.0426376,84, 2, 2, 6, 11, 1831, 29, 27
1, 3, 16, 2, 42, 166, 0, 0,84, 0, 0, 6, 12, 2107, 28, 28
1, 3, 16, 3, 42, 182, 0, 0.0496032,84, 0, 0, 6, 12, 2301, 32, 29
1, 3, 16, 4, 42, 170, 0, 0,84, 0, 0, 6, 12, 2129, 28, 28
1, 3, 16, 5, 42, 156, 0, 0.0144928,84, 0, 0, 6, 11, 1957, 29, 28
1, 3, 16, 6, 42, 201, 0, 0,84, 0, 0, 7, 13, 2478, 28, 31
1, 3, 16, 7, 42, 249, 0, 0,84, 0, 0, 7, 16, 3000, 28, 34
1, 3, 16, 8, 42, 376, 0, 0,84, 0, 0, 8, 22, 4499, 29, 43
1, 3, 16, 9, 42, 123, 0, 0,84, 0, 0, 6, 10, 1586, 28, 25
1, 3, 16, 10, 42, 164, 0, 0,84, 0, 0, 6, 11, 2051, 28, 28
1, 3, 16, 11, 42, 128, 0, 0.012987,84, 0, 0, 6, 10, 1676, 30, 26
1, 3, 16, 12, 42, 114, 0, 0,84, 0, 0, 6, 9, 1479, 29, 25
1, 3, 16, 13, 42, 234, 0, 0,84, 0, 0, 7, 15, 2837, 28, 32
