40, 1, 2, 25, 108, 57.2028, 57.2028,6, 6, 16, 83, 376, 134
40, 1, 3, 25, 78, 18.1216, 27.7436,3, 2, 15, 65, 193, 108
40, 1, 4, 25, 112, 41.663, 51.3331,4, 3, 15, 82, 267, 126
40, 1, 5, 25, 93, 40.7122, 40.7122,4, 4, 15, 77, 222, 121
40, 1, 6, 25, 123, 26.2315, 26.2315,3, 3, 16, 86, 289, 131
40, 1, 7, 25, 115, 0, 0,0, 0, 17, 97, 272, 143
40, 1, 8, 25, 31, 7.2386, 7.2386,1, 1, 13, 47, 93, 89
40, 1, 9, 25, 56, 24.0654, 32.2317,3, 2, 13, 61, 146, 103
40, 1, 10, 25, 76, 0, 0,0, 0, 14, 66, 189, 108
40, 1, 11, 25, 84, 21.2799, 21.2799,3, 3, 15, 77, 204, 121
40, 1, 12, 25, 122, 21.4062, 28.1053,3, 2, 16, 94, 289, 138
40, 1, 13, 25, 121, 31.8817, 31.8817,4, 4, 15, 96, 312, 140
40, 1, 14, 25, 91, 0, 0,0, 0, 16, 97, 216, 142
40, 1, 15, 25, 79, 0, 0,0, 0, 14, 74, 210, 117
40, 1, 16, 25, 119, 17.0691, 17.0691,2, 2, 15, 77, 280, 121
40, 1, 17, 25, 65, 7.93048, 7.93048,1, 1, 14, 69, 164, 112
40, 1, 18, 25, 79, 21.3604, 30.6986,3, 2, 15, 76, 194, 120
40, 1, 19, 25, 137, 0, 0,0, 0, 16, 88, 326, 133
40, 1, 20, 25, 149, 34.3358, 34.3358,3, 3, 17, 102, 401, 148
40, 1, 21, 25, 131, 0, 0,0, 0, 16, 119, 316, 164
40, 1, 22, 25, 73, 0, 0,0, 0, 15, 74, 178, 118
40, 1, 23, 25, 34, 0, 0,0, 0, 13, 44, 98, 86
40, 2, 1, 108, 25, 40.6109, 57.2025,6, 4, 15, 80, 165, 124
40, 2, 3, 108, 78, 58.6909, 68.6382,8, 7, 18, 93, 399, 140
