1, 3, 1, 1, 220, 123, 0, 0,1, 0, 0, 25, 187, 1302, 242
1, 3, 1, 2, 220, 151, 0, 0,1, 0, 0, 25, 184, 1488, 239
1, 3, 1, 3, 220, 194, 0, 0,1, 0, 0, 26, 202, 1890, 259
1, 3, 1, 4, 220, 215, 0, 0,0, 0, 0, 26, 196, 1952, 254
1, 3, 1, 5, 220, 111, 8.49789, 8.49789,1, 1, 1, 23, 158, 1062, 212
1, 3, 1, 6, 220, 285, 0, 0,1, 0, 0, 27, 234, 2594, 293
1, 3, 1, 7, 220, 332, 0, 0,0, 0, 0, 28, 263, 3035, 323
1, 3, 1, 8, 220, 296, 0, 0,0, 0, 0, 30, 214, 2715, 277
1, 3, 1, 9, 220, 109, 0, 0,1, 0, 0, 23, 173, 1033, 227
1, 3, 1, 10, 220, 184, 0, 0,1, 0, 0, 25, 203, 1704, 259
1, 3, 1, 11, 220, 178, 0, 0,0, 0, 0, 24, 189, 1676, 244
1, 3, 1, 12, 220, 205, 0, 0,0, 0, 0, 25, 223, 1912, 279
1, 3, 1, 13, 220, 307, 0, 0,0, 0, 0, 27, 246, 2920, 305
1, 3, 1, 14, 220, 220, 0, 0,0, 0, 0, 25, 215, 1997, 271
1, 3, 1, 15, 220, 238, 0, 0,0, 0, 0, 25, 220, 2162, 276
1, 3, 1, 16, 220, 277, 0, 0,0, 0, 0, 29, 244, 2531, 305
1, 3, 1, 17, 220, 290, 0, 0,1, 0, 0, 27, 253, 2708, 312
1, 3, 1, 18, 220, 234, 0, 0,2, 0, 0, 26, 228, 2146, 285
1, 3, 1, 19, 220, 194, 0, 0,1, 0, 0, 25, 201, 1873, 258
1, 3, 1, 20, 220, 414, 0, 0,0, 0, 0, 39, 240, 3774, 313
1, 3, 1, 21, 220, 384, 0, 0,2, 0, 0, 32, 242, 3652, 308
1, 3, 1, 22, 220, 311, 0, 6.61041,3, 1, 0, 28, 241, 3057, 301
1, 3, 1, 23, 220, 349, 0, 0,0, 0, 0, 29, 266, 3172, 329
1, 3, 1, 24, 220, 313, 0, 0,0, 0, 0, 28, 248, 2994, 308
1, 3, 1, 25, 220, 508, 0, 0,1, 0, 0, 34, 283, 4527, 351
1, 3, 1, 26, 220, 367, 0, 0,1, 0, 0, 30, 282, 3313, 345
1, 3, 1, 27, 220, 373, 0, 0,0, 0, 0, 29, 279, 3354, 341
1, 3, 1, 28, 220, 295, 0, 0,0, 0, 0, 27, 261, 2710, 321
1, 3, 1, 29, 220, 355, 0, 0,0, 0, 0, 28, 268, 3194, 329
1, 3, 1, 30, 220, 354, 0, 0,1, 0, 0, 30, 255, 3319, 318
1, 3, 2, 1, 235, 123, 0, 0,0, 0, 0, 24, 179, 1464, 234
1, 3, 2, 2, 235, 151, 0, 0,1, 0, 0, 25, 190, 1780, 246
1, 3, 2, 3, 235, 194, 0, 0,0, 0, 0, 26, 205, 2272, 263
1, 3, 2, 4, 235, 215, 0, 0,0, 0, 0, 27, 200, 2502, 258
1, 3, 2, 5, 235, 111, 0, 0,0, 0, 0, 24, 164, 1357, 218
1, 3, 2, 6, 235, 285, 0, 0,0, 0, 0, 27, 237, 3316, 297
1, 3, 2, 7, 235, 332, 0, 0,0, 0, 0, 29, 275, 3828, 338
1, 3, 2, 8, 235, 296, 0, 0,2, 0, 0, 30, 218, 3436, 281
1, 3, 2, 9, 235, 109, 0, 0,0, 0, 0, 23, 180, 1300, 234
1, 3, 2, 10, 235, 184, 0, 0,0, 0, 0, 26, 209, 2144, 266
1, 3, 2, 11, 235, 178, 0, 0,0, 0, 0, 25, 193, 2111, 250
1, 3, 2, 12, 235, 205, 0, 0,0, 0, 0, 25, 225, 2433, 282
1, 3, 2, 13, 235, 307, 0, 0,3, 0, 0, 28, 253, 3643, 314
1, 3, 2, 14, 235, 220, 0, 26.2083,8, 3, 0, 26, 215, 2588, 273
1, 3, 2, 15, 235, 238, 0, 0,1, 0, 0, 26, 223, 2811, 281
1, 3, 2, 16, 235, 277, 0, 0,0, 0, 0, 29, 247, 3223, 309
1, 3, 2, 17, 235, 290, 0, 0,1, 0, 0, 27, 265, 3371, 325
1, 3, 2, 18, 235, 234, 0, 0,0, 0, 0, 26, 234, 2774, 293
1, 3, 2, 19, 235, 194, 0, 0,0, 0, 0, 26, 208, 2268, 267
1, 3, 2, 20, 235, 414, 0, 0,1, 0, 0, 39, 244, 4710, 319
1, 3, 2, 21, 235, 384, 0, 0,1, 0, 0, 33, 245, 4387, 313
1, 3, 2, 22, 235, 311, 0, 0,1, 0, 0, 28, 249, 3733, 311
1, 3, 2, 23, 235, 349, 0, 0,3, 0, 0, 32, 277, 4015, 344
1, 3, 2, 24, 235, 313, 0, 8.25827,2, 1, 0, 28, 254, 3810, 316
1, 3, 2, 25, 235, 508, 0, 0,0, 0, 0, 34, 285, 5776, 356
1, 3, 2, 26, 235, 367, 0, 0,2, 0, 0, 30, 287, 4187, 351
1, 3, 2, 27, 235, 373, 0, 0,2, 0, 0, 30, 283, 4311, 347
1, 3, 2, 28, 235, 295, 0, 0,2, 0, 0, 28, 266, 3437, 327
1, 3, 2, 29, 235, 355, 0, 0,2, 0, 0, 29, 273, 4081, 336
1, 3, 2, 30, 235, 354, 0, 0,2, 0, 0, 30, 256, 4069, 320
1, 3, 3, 1, 207, 123, 5.77943, 5.77943,1, 1, 1, 23, 162, 1329, 216
1, 3, 3, 2, 207, 151, 0, 0,0, 0, 0, 24, 165, 1645, 220
