1, 1, 30, 2, 1, 54, 54, 274.675, 377.521,108, 54, 54, 32, 3.71338, 7.76036, 0.448273, 0.060112, 16.2124
1, 1, 30, 3, 1, 42, 54, 180.261, 250.454,84, 38, 46, 22, 3.30741, 6.39511, 0.254081, 0.027669, 14.2512
1, 1, 30, 3, 2, 42, 54, 230.94, 312.119,84, 42, 42, 26, 3.35887, 6.26944, 0.259747, 0.027724, 14.0468
1, 1, 30, 4, 1, 41, 54, 153.224, 217.735,82, 38, 44, 22, 3.26958, 6.37271, 0.254627, 0.026868, 14.0178
1, 1, 30, 4, 2, 41, 54, 151.968, 209.317,82, 32, 50, 20, 3.28768, 6.27294, 0.266339, 0.026982, 14.0785
1, 1, 30, 4, 3, 41, 42, 200.47, 283.194,82, 44, 38, 25, 3.28145, 5.0932, 0.247978, 0.026842, 12.7468
1, 1, 30, 5, 1, 43, 54, 114.921, 164.494,86, 27, 59, 17, 3.2395, 6.14502, 0.274165, 0.02826, 13.86
1, 1, 30, 5, 2, 43, 54, 139.114, 192.426,86, 33, 53, 19, 3.26665, 6.19029, 0.265878, 0.02824, 13.8905
1, 1, 30, 5, 3, 43, 42, 182.765, 261.848,86, 39, 47, 25, 3.24972, 5.2116, 0.276559, 0.031892, 12.9278
1, 1, 30, 5, 4, 43, 41, 166.83, 226.585,86, 30, 56, 20, 3.30331, 5.03733, 0.241581, 0.02822, 12.7003
1, 1, 30, 6, 1, 37, 54, 78.2266, 108.716,74, 20, 54, 12, 3.37362, 6.1306, 0.234998, 0.02535, 13.923
1, 1, 30, 6, 2, 37, 54, 96.9589, 132.544,74, 22, 52, 13, 3.20892, 6.1502, 0.258967, 0.026617, 13.7298
1, 1, 30, 6, 3, 37, 42, 126.005, 183.412,74, 31, 43, 18, 3.18036, 5.10032, 0.228987, 0.026196, 12.5891
1, 1, 30, 6, 4, 37, 41, 113.608, 156.716,74, 22, 52, 15, 3.15534, 5.02094, 0.230574, 0.025039, 12.4546
1, 1, 30, 6, 5, 37, 43, 148.687, 205.929,74, 34, 40, 20, 3.09075, 5.16294, 0.231547, 0.02547, 12.4537
