1, 1, 43.75, 2, 1, 26, 25, 142.956, 190.5,52, 28, 24, 16, 3.50138, 5.17563, 0.303322, 0.046525, 13.1618
1, 1, 43.75, 3, 1, 22, 25, 103.048, 135.764,44, 22, 22, 13, 3.05447, 3.96837, 0.163458, 0.018071, 11.4695
1, 1, 43.75, 3, 2, 22, 26, 148.634, 193.642,44, 27, 17, 15, 3.13735, 3.86434, 0.152672, 0.016282, 11.2153
1, 1, 43.75, 4, 1, 21, 25, 95.3633, 129.619,42, 24, 18, 15, 3.12371, 3.79321, 0.148534, 0.017278, 11.1734
1, 1, 43.75, 4, 2, 21, 26, 88.8065, 122.061,42, 20, 22, 12, 3.18688, 4.03288, 0.172195, 0.018637, 11.5932
1, 1, 43.75, 4, 3, 21, 22, 88.0458, 122.429,42, 23, 19, 12, 3.09712, 3.57532, 0.142608, 0.016102, 10.9467
1, 1, 43.75, 5, 1, 21, 25, 61.4802, 88.5706,42, 16, 26, 10, 3.10739, 3.79943, 0.149211, 0.017399, 11.197
1, 1, 43.75, 5, 2, 21, 26, 78.3001, 101.803,42, 16, 26, 9, 3.09741, 3.90632, 0.149251, 0.016627, 11.2476
1, 1, 43.75, 5, 3, 21, 22, 96.8997, 132.582,42, 23, 19, 12, 3.05291, 3.57517, 0.153616, 0.016247, 10.9056
1, 1, 43.75, 5, 4, 21, 21, 75.4364, 99.5164,42, 16, 26, 10, 3.05594, 3.49801, 0.148034, 0.016858, 10.8348
1, 1, 43.75, 6, 1, 22, 25, 73.2902, 96.8187,44, 18, 26, 11, 3.04721, 3.79977, 0.157021, 0.017879, 11.1413
1, 1, 43.75, 6, 2, 22, 26, 74.3377, 94.3092,44, 14, 30, 9, 3.04469, 3.92222, 0.156545, 0.017334, 11.2414
1, 1, 43.75, 6, 3, 22, 22, 87.2422, 121.177,44, 24, 20, 13, 3.00605, 3.44212, 0.151055, 0.016788, 10.7654
1, 1, 43.75, 6, 4, 22, 21, 72.6557, 101.631,44, 16, 28, 10, 2.98563, 3.43699, 0.178108, 0.01796, 10.7245
1, 1, 43.75, 6, 5, 22, 21, 89.7225, 119.346,44, 20, 24, 13, 2.92363, 3.435, 0.158979, 0.01812, 10.5271
1, 1, 43.75, 7, 1, 25, 25, 51.6651, 78.8045,50, 14, 36, 11, 3.05638, 3.70939, 0.162833, 0.019744, 10.9608
1, 1, 43.75, 7, 2, 25, 26, 76.3153, 106.121,50, 20, 30, 12, 3.04998, 3.846, 0.162792, 0.018756, 11.1565
1, 1, 43.75, 7, 3, 25, 22, 59.5219, 82.7829,50, 17, 33, 10, 3.0128, 3.50862, 0.159511, 0.017905, 10.7503
1, 1, 43.75, 7, 4, 25, 21, 70.6541, 98.7861,50, 19, 31, 11, 3.00253, 3.43637, 0.168092, 0.018652, 10.6425
1, 1, 43.75, 7, 5, 25, 21, 112.432, 152.209,50, 27, 23, 16, 2.9437, 3.48628, 0.181423, 0.02077, 10.6687
1, 1, 43.75, 7, 6, 25, 22, 117.349, 154.748,50, 25, 25, 15, 2.89363, 3.48475, 0.161349, 0.01837, 10.4134
1, 1, 43.75, 8, 1, 19, 25, 21.2821, 39.1106,38, 8, 30, 4, 3.07518, 3.80428, 0.142452, 0.015546, 11.0657
1, 1, 43.75, 8, 2, 19, 26, 30.471, 50.3346,38, 8, 30, 5, 3.00419, 3.9389, 0.142673, 0.015355, 11.1889
1, 1, 43.75, 8, 3, 19, 22, 38.4494, 66.2306,38, 14, 24, 8, 3.13771, 3.52859, 0.153614, 0.017184, 10.9395
1, 1, 43.75, 8, 4, 19, 21, 37.1432, 60.0321,38, 9, 29, 6, 3.0471, 3.52092, 0.144176, 0.016362, 10.848
1, 1, 43.75, 8, 5, 19, 21, 52.0309, 77.7376,38, 17, 21, 9, 2.90216, 3.33815, 0.145734, 0.0156, 10.4041
1, 1, 43.75, 8, 6, 19, 22, 28.3776, 41.3302,38, 8, 30, 5, 2.89255, 3.43842, 0.146575, 0.01528, 10.4458
1, 1, 43.75, 8, 7, 19, 25, 25.8958, 38.7588,38, 6, 32, 4, 2.94595, 3.83004, 0.144968, 0.015385, 10.8079
1, 1, 43.75, 9, 1, 26, 25, 31.4459, 48.1588,52, 6, 46, 6, 3.03741, 3.76993, 0.180987, 0.022839, 11.0362
1, 1, 43.75, 9, 2, 26, 26, 25.9086, 36.304,52, 5, 47, 4, 2.99693, 3.76887, 0.168313, 0.018261, 11.097
1, 1, 43.75, 9, 3, 26, 22, 52.8203, 84.3524,52, 18, 34, 11, 2.98703, 3.56126, 0.16441, 0.018836, 10.7543
1, 1, 43.75, 9, 4, 26, 21, 32.8849, 51.8176,52, 10, 42, 6, 2.9919, 3.39794, 0.167176, 0.018992, 10.5745
1, 1, 43.75, 9, 5, 26, 21, 54.4206, 78.8414,52, 15, 37, 9, 2.92745, 3.48748, 0.169926, 0.019077, 10.5586
1, 1, 43.75, 9, 6, 26, 22, 41.2376, 58.9988,52, 13, 39, 7, 2.91519, 3.4439, 0.183573, 0.020855, 10.4696
1, 1, 43.75, 9, 7, 26, 25, 40.4694, 60.0482,52, 11, 41, 7, 2.92608, 3.78635, 0.168157, 0.019949, 10.7781
1, 1, 43.75, 9, 8, 26, 19, 48.7244, 71.2143,52, 15, 37, 8, 2.93125, 3.25878, 0.163704, 0.018221, 10.3761
1, 1, 43.75, 10, 1, 25, 25, 34.6326, 55.0585,50, 11, 39, 7, 3.01225, 3.71395, 0.163088, 0.019418, 10.9011
1, 1, 43.75, 10, 2, 25, 26, 21.4972, 28.7939,50, 4, 46, 3, 2.98832, 3.78201, 0.168989, 0.017364, 11.0481
1, 1, 43.75, 10, 3, 25, 22, 29.758, 48.5359,50, 11, 39, 6, 3.0135, 3.45114, 0.16184, 0.018145, 10.6617
1, 1, 43.75, 10, 4, 25, 21, 44.0546, 66.8901,50, 12, 38, 7, 2.98812, 3.3861, 0.171099, 0.018957, 10.6557
1, 1, 43.75, 10, 5, 25, 21, 55.5856, 84.1337,50, 16, 34, 9, 2.93022, 3.38442, 0.169706, 0.019322, 10.4403
1, 1, 43.75, 10, 6, 25, 22, 49.9504, 70.7289,50, 15, 35, 8, 2.92608, 3.50892, 0.161911, 0.01789, 10.4884
