0.0750, 1, 2, 226, 257, 0, 0,0, 0
0.0750, 1, 3, 226, 197, 0, 0,0, 0
0.0750, 1, 4, 226, 217, 0, 0,0, 0
0.0750, 1, 5, 226, 196, 0, 0,0, 0
0.0750, 1, 6, 226, 170, 73.466, 73.466,4, 4
0.0750, 1, 7, 226, 248, 0, 0,0, 0
0.0750, 1, 8, 226, 178, 0, 0,0, 0
0.0750, 1, 9, 226, 170, 0, 0,0, 0
0.0750, 2, 1, 257, 226, 0, 0,0, 0
0.0750, 2, 3, 257, 197, 0, 0,0, 0
0.0750, 2, 4, 257, 217, 0, 0,0, 0
0.0750, 2, 5, 257, 196, 0, 0,0, 0
0.0750, 2, 6, 257, 170, 0, 0,0, 0
0.0750, 2, 7, 257, 248, 0, 0,0, 0
0.0750, 2, 8, 257, 178, 0, 0,0, 0
0.0750, 2, 9, 257, 170, 0, 0,0, 0
0.0750, 3, 1, 197, 226, 0, 0,0, 0
0.0750, 3, 2, 197, 257, 0, 0,0, 0
0.0750, 3, 4, 197, 217, 217.847, 217.847,12, 12
0.0750, 3, 5, 197, 196, 0, 0,0, 0
0.0750, 3, 6, 197, 170, 0, 0,0, 0
0.0750, 3, 7, 197, 248, 0, 0,0, 0
0.0750, 3, 8, 197, 178, 0, 0,0, 0
0.0750, 3, 9, 197, 170, 0, 0,0, 0
0.0750, 4, 1, 217, 226, 0, 0,0, 0
0.0750, 4, 2, 217, 257, 0, 0,0, 0
0.0750, 4, 3, 217, 197, 198.262, 217.846,12, 11
0.0750, 4, 5, 217, 196, 0, 0,0, 0
0.0750, 4, 6, 217, 170, 0, 0,0, 0
0.0750, 4, 7, 217, 248, 0, 0,0, 0
0.0750, 4, 8, 217, 178, 17.3503, 17.3503,1, 1
0.0750, 4, 9, 217, 170, 0, 0,0, 0
0.0750, 5, 1, 196, 226, 0, 0,0, 0
0.0750, 5, 2, 196, 257, 0, 0,0, 0
0.0750, 5, 3, 196, 197, 0, 0,0, 0
0.0750, 5, 4, 196, 217, 0, 0,0, 0
0.0750, 5, 6, 196, 170, 0, 0,0, 0
0.0750, 5, 7, 196, 248, 0, 0,0, 0
0.0750, 5, 8, 196, 178, 0, 0,0, 0
0.0750, 5, 9, 196, 170, 0, 0,0, 0
0.0750, 6, 1, 170, 226, 73.4657, 73.4657,4, 4
0.0750, 6, 2, 170, 257, 0, 0,0, 0
0.0750, 6, 3, 170, 197, 0, 0,0, 0
0.0750, 6, 4, 170, 217, 0, 0,0, 0
0.0750, 6, 5, 170, 196, 0, 0,0, 0
0.0750, 6, 7, 170, 248, 0, 0,0, 0
0.0750, 6, 8, 170, 178, 0, 0,0, 0
0.0750, 6, 9, 170, 170, 0, 0,0, 0
0.0750, 7, 1, 248, 226, 0, 0,0, 0
0.0750, 7, 2, 248, 257, 0, 0,0, 0
0.0750, 7, 3, 248, 197, 0, 0,0, 0
0.0750, 7, 4, 248, 217, 0, 0,0, 0
0.0750, 7, 5, 248, 196, 0, 0,0, 0
0.0750, 7, 6, 248, 170, 0, 0,0, 0
0.0750, 7, 8, 248, 178, 0, 0,0, 0
0.0750, 7, 9, 248, 170, 0, 0,0, 0
0.0750, 8, 1, 178, 226, 0, 0,0, 0
0.0750, 8, 2, 178, 257, 0, 0,0, 0
0.0750, 8, 3, 178, 197, 0, 0,0, 0
0.0750, 8, 4, 178, 217, 17.3502, 17.3502,1, 1
0.0750, 8, 5, 178, 196, 0, 0,0, 0
0.0750, 8, 6, 178, 170, 0, 0,0, 0
0.0750, 8, 7, 178, 248, 0, 0,0, 0
0.0750, 8, 9, 178, 170, 47.008, 47.008,3, 3
0.0750, 9, 1, 170, 226, 0, 0,0, 0
0.0750, 9, 2, 170, 257, 0, 0,0, 0
0.0750, 9, 3, 170, 197, 0, 0,0, 0
0.0750, 9, 4, 170, 217, 0, 0,0, 0
0.0750, 9, 5, 170, 196, 0, 0,0, 0
0.0750, 9, 6, 170, 170, 0, 0,0, 0
0.0750, 9, 7, 170, 248, 0, 0,0, 0
0.0750, 9, 8, 170, 178, 47.008, 47.008,3, 3
